POINT (-74.0050040591527 40.73253359212321),262317,09/26/2015 12:00:00 AM +0000,101814,6,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,26 GROVE STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7325335921,-74.0050040592,982863.147447,206158.359058,
POINT (-74.00557038630465 40.73254618043931),294016,10/07/2015 12:00:00 AM +0000,101832,7,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,98 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7325461804,-74.0055703863,982706.192708,206162.95485,
POINT (-74.00548184887602 40.73255767337152),13024,06/08/2015 12:00:00 AM +0000,101863,8,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,Yes,No,No,No,No,No,No,98 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7325576734,-74.0054818489,982730.730717,206167.140537,
POINT (-74.00519251462782 40.73256561395515),13141,06/08/2015 12:00:00 AM +0000,101864,6,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,Green Ash,3or4,Harmful,NoDamage,Volunteer,No,No,Yes,No,No,Yes,No,No,No,23 GROVE STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.732565614,-74.0051925146,982810.918549,206170.028655,
POINT (-74.00552199720593 40.732628197452655),13023,06/08/2015 12:00:00 AM +0000,101863,9,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,No,No,No,Yes,No,No,No,100 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7326281975,-74.0055219972,982719.605411,206192.835367,
POINT (-74.00563763435036 40.73266071100051),294017,10/07/2015 12:00:00 AM +0000,101832,7,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,102 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.732660711,-74.0056376344,982687.557903,206204.683113,
POINT (-74.00555296984751 40.732682601965294),13022,06/08/2015 12:00:00 AM +0000,101863,8,0,OnCurb,Alive,Poor,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,Yes,Yes,No,No,Yes,No,No,100 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.732682602,-74.0055529698,982711.022751,206212.657178,
POINT (-74.00569384683267 40.73275644485955),294019,10/07/2015 12:00:00 AM +0000,101832,8,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,104 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7327564449,-74.0056938468,982671.981162,206239.562964,
POINT (-74.0057175381017 40.732796793655076),294020,10/07/2015 12:00:00 AM +0000,101832,7,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,Green Ash,3or4,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,No,107 BEDFORD STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7327967937,-74.0057175381,982665.416215,206254.263722,
POINT (-74.00485061786726 40.73459599446652),13408,06/08/2015 12:00:00 AM +0000,101959,9,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,Green Ash,1or2,Helpful,NoDamage,Volunteer,No,No,No,No,No,No,No,No,Yes,368 BLEECKER STREET,10014,New York,102,1,Manhattan,3,66,27,MN23,West Village,1007300,New York,40.7345959945,-74.0048506179,982905.714619,206909.754537,
